index,Pos,Rider,Born,Nation,Team,Points,rider_id,Year
435,433,Stetina  Peter,1987,USA,Garmin - Sharp,207,771,2012
437,436,Montaguti  Matteo,1984,Italy,AG2R La Mondiale,206,2145,2012
442,442,Clement  Stef,1982,Netherlands,Rabobank,202,81,2012
457,457,Losada  Alberto,1982,Spain,Katusha Team,193,749,2012
459,457,Cattaneo  Mattia,1990,Italy,U.C. Trevigiani - Dynamon - Bottoli,193,6227,2012
469,469,Charteau  Anthony,1979,France,Team Europcar,188,677,2012
485,482,Guillou  Florian,1982,France,Bretagne - Schuller,182,3132,2012
486,482,Périchon  Pierre-Luc,1987,France,La Pomme Marseille,182,9154,2012
488,487,Sinkeldam  Ramon,1989,Netherlands,Argos - Shimano,181,4589,2012
499,499,Eisel  Bernhard,1981,Austria,Sky ProCycling,176,93,2012
502,502,Cooke  Baden,1978,Australia,Orica - GreenEDGE,175,388,2012
508,508,Cummings  Steve,1981,Great Britain,BMC Racing Team,174,271,2012
527,527,Pineau  Jérôme,1980,France,Omega Pharma - Quick Step,166,182,2012
529,529,Langeveld  Sebastian,1985,Netherlands,Orica - GreenEDGE,165,312,2012
533,533,Paterski  Maciej,1986,Poland,Liquigas-Cannondale,163,783,2012
542,542,Schär  Michael,1986,Switzerland,BMC Racing Team,159,327,2012
543,542,Declercq  Tim,1989,Belgium,Topsport Vlaanderen - Mercator,159,1970,2012
549,549,Hushovd  Thor,1978,Norway,BMC Racing Team,157,118,2012
554,553,Dowsett  Alex,1988,Great Britain,Sky ProCycling,156,1009,2012
566,564,Ruijgh  Rob,1986,Netherlands,Vacansoleil - DCM,152,936,2012
568,568,Arroyo  David,1980,Spain,Movistar Team,151,109,2012
583,581,Dempster  Zakkari,1987,Australia,Endura Racing,148,2396,2012
585,585,Valgren  Michael,1992,Denmark,Glud & Marstrand - LRØ,146,6309,2012
590,590,Brutt  Pavel,1982,Russia,Katusha Team,144,557,2012
593,593,Malacarne  Davide,1987,Italy,Team Europcar,143,759,2012
600,599,De La Parte  Victor,1986,Spain,SP Tableware,139,5395,2012
602,599,De La Parte  Victor,1986,Spain,SP Tableware,139,5395,2012
612,612,Zeits  Andrey,1986,Kazakhstan,Astana Pro Team,136,737,2012
615,614,Wyss  Danilo,1985,Switzerland,BMC Racing Team,135,912,2012
635,631,De Marchi  Alessandro,1986,Italy,Androni Giocattoli - Venezuela,132,3103,2012
645,638,Sepulveda  Eduardo,1991,Argentina,FDJ - BigMat,131,9451,2012
649,646,Herrada  Jose,1985,Spain,Movistar Team,130,1323,2012
659,659,Paulinho  Sergio,1980,Portugal,Saxo Bank - Tinkoff Bank,128,88,2012
676,676,Muravyev  Dmitriy,1979,Kazakhstan,Astana Pro Team,123,90,2012
677,676,Lancaster  Brett,1979,Australia,Orica - GreenEDGE,123,128,2012
712,709,Zingle  Romain,1987,Belgium,Cofidis,116,922,2012
713,713,Meier  Christian,1985,Canada,Orica - GreenEDGE,115,355,2012
717,717,O'Grady  Stuart,1973,Australia,Orica - GreenEDGE,114,15,2012
720,717,Benedetti  Cesare,1987,Poland,Team NetApp,114,3224,2012
727,723,Stuyven  Jasper,1992,Belgium,Bontrager - Livestrong,113,5059,2012
742,740,Juul-Jensen  Christopher,1989,Denmark,Saxo Bank - Tinkoff Bank,110,1715,2012
759,757,Coquard  Bryan,1992,France,Vendee U,106,16752,2012
766,766,Wyss  Marcel,1986,Switzerland,Atlas Personal - Jakroo,104,894,2012
774,769,Molard  Rudy,1989,France,Cofidis,103,6222,2012
810,810,Howes  Alex,1988,USA,Garmin - Sharp,95,7566,2012
815,814,Kashechkin  Andrey,1980,Kazakhstan,Astana Pro Team,94,250,2012
827,821,Tulik  Angelo,1990,France,Team Europcar,93,6515,2012
845,842,Keisse  Iljo,1982,Belgium,Omega Pharma - Quick Step,89,1298,2012
848,842,Lindeman  Bert-Jan,1989,Netherlands,Vacansoleil - DCM,89,4001,2012
857,852,Bystrøm  Sven Erik,1992,Norway,Team Østerhus-Ridley,88,4953,2012
860,852,Formolo  Davide,1992,Italy,Petroli Firenze,88,11011,2012
863,862,Breen  Vegard,1990,Norway,Joker Merida,87,774,2012
866,864,Hondo  Danilo,1974,Germany,Lampre-ISD,86,282,2012
885,884,Smukulis  Gatis,1987,Latvia,Katusha Team,84,849,2012
899,895,Goncalves  Jose,1989,Portugal,Onda,83,6536,2012
902,902,Craddock  Lawson,1992,USA,Bontrager - Livestrong,82,3355,2012
908,902,Alaphilippe  Julian,1992,France,Armée de Terre,82,12474,2012
912,909,Laengen  Vegard Stake,1989,Norway,Team Type 1 - Sanofi,81,407,2012
914,909,Pantano  Jarlinson,1988,Colombia,Colombia - Coldeportes,81,1294,2012
920,920,Hincapie  George,1973,USA,BMC Racing Team,80,10,2012
947,947,Cobo  Juan José,1981,Spain,Movistar Team,76,288,2012
956,954,Leezer  Tom,1985,Netherlands,Rabobank,74,368,2012
971,964,Domont  Axel,1990,France,Chambery Cyclisme Formation,73,10946,2012
974,972,Posthuma  Joost,1981,Netherlands,RadioShack-Nissan,72,79,2012
975,972,Burghardt  Marcus,1983,Germany,BMC Racing Team,72,92,2012
1002,997,Sénéchal  Florian,1993,France,Omega Pharma - Quick Step,69,12481,2012
1024,1021,Popovych  Yaroslav,1980,Ukraine,RadioShack-Nissan,65,5,2012
1030,1021,Zabel  Rick,1993,Germany,Rabobank CT,65,7731,2012
1043,1041,Velits  Martin,1985,Slovakia,Omega Pharma - Quick Step,63,703,2012
1045,1041,Dillier  Silvan,1990,Switzerland,EKZ Racing Team,63,3303,2012
1054,1051,Thwaites  Scott,1990,Great Britain,Endura Racing,62,3299,2012
1095,1087,Vuillermoz  Alexis,1988,France,C.C. Etupes,59,14716,2012
1115,1112,Reza  Kevin,1988,France,Team Europcar,57,2995,2012
1163,1154,Brown  Nathan,1991,USA,Bontrager - Livestrong,53,3354,2012
1180,1172,Bevin  Patrick,1991,New Zealand,Bissell Cycling Team,52,3287,2012
1217,1211,Mendes  Jose,1985,Portugal,LA - Antarte,50,992,2012
1241,1236,Vandborg  Brian,1981,Denmark,Team Spidertech p/b C10,48,135,2012
1263,1255,Grmay  Tsgabu,1991,Ethiopia,MTN-Qhubeka,47,6255,2012
1322,1319,Bilbao  Pello,1990,Spain,Euskaltel-Euskadi,43,4863,2012
1337,1337,Theuns  Edward,1991,Belgium,,42,10382,2012
1353,1337,Teuns  Dylan,1992,Belgium,Jong Vlaandern - Bauckneckt,42,8068,2012
1357,1337,McLay  Daniel,1992,Great Britain,Lotto - Belisol U23,42,16154,2012
1387,1376,Verona  Carlos,1992,Spain,Burgos BH - Castilla y Leon,40,7781,2012
1465,1459,Noval  Benjamin,1979,Spain,Saxo Bank - Tinkoff Bank,36,734,2012
1467,1459,Quemeneur  Perrig,1984,France,Team Europcar,36,906,2012
1516,1503,Owsian  Lukasz,1990,Poland,CCC Polsat Polkowice,34,7771,2012
1585,1575,Tjallingii  Maarten,1977,Netherlands,Rabobank,31,601,2012
1603,1575,Tjallingii  Maarten,1977,Netherlands,Rabobank,31,601,2012
1612,1609,Kudus  Merhawi,1994,Eritrea,,30,18117,2012
1619,1609,Willems  Frederik,1979,Belgium,Lotto - Belisol,30,137,2012
1690,1684,Lund  Anders,1985,Denmark,Saxo Bank - Tinkoff Bank,27,720,2012
1700,1684,Pacher  Quentin,1992,France,Entente Sud Gascogne,27,17203,2012
1795,1792,Fröhlinger  Johannes,1985,Germany,Argos - Shimano,24,32,2012
1859,1848,Fischer  Murilo,1979,Brazil,Garmin - Sharp,22,130,2012
1938,1919,Zandio  Xabier,1977,Spain,Sky ProCycling,20,113,2012
1939,1919,Longo Borghini  Paolo,1980,Italy,Liquigas-Cannondale,20,566,2012
1946,1919,Tusveld  Martijn,1993,Netherlands,Rabobank CT,20,7729,2012
1961,1919,Bonifazio  Niccolo,1993,Italy,GSC Viris Masserati A.S.D.,20,16823,2012
2011,2002,Horrach  Joan,1974,Spain,Katusha Team,18,74,2012
2013,2002,Van Emden  Jos,1985,Netherlands,Rabobank,18,729,2012
2087,2047,Backaert  Frederik,1990,Belgium,Landbouwkrediet - Euphony,17,10950,2012
2126,2093,Laporte  Christophe,1992,France,A.V.C. Aix-en-Provence,16,14737,2012
2221,2178,Duchesne  Antoine,1991,Canada,Louis Garneau - Quebecor - Norton Rose,14,6260,2012
2266,2238,Hepburn  Michael,1991,Australia,Orica - GreenEDGE,13,2978,2012
2337,2301,Marangoni  Alan,1984,Italy,Liquigas-Cannondale,12,1861,2012
2345,2301,Vakoc  Petr,1992,Czech Republic,C.C. Etupes,12,6266,2012
2472,2439,Canuti  Federico,1985,Italy,Liquigas-Cannondale,10,1859,2012
2709,2707,van der Hoorn  Taco,1993,Netherlands,,7,10802,2012
2759,2707,Pate  Danny,1979,USA,Sky ProCycling,7,50,2012
2871,2833,Oroz  Juan José,1980,Spain,Euskaltel-Euskadi,6,62,2012
2977,2833,De Buyst  Jasper,1993,Belgium,Bontrager - Livestrong,6,9042,2012
2995,2833,Latour  Pierre,1993,France,Chambery Cyclisme Formation,6,15752,2012
3088,3011,Haga  Chad,1988,USA,Team Optum p/b Kelly Benefit Strate,5,9322,2012
3149,3011,Großschartner  Felix,1993,Austria,RC Arbö Wels - Gourmetfein,5,9302,2012
3160,3011,Bettiol  Alberto,1993,Italy,Team Idea Shoes - M.C.S.,5,20584,2012
4308,4,Sagan  Peter,1990,Slovakia,Cannondale Pro Cycling,3071,784,2013
4309,5,Rodríguez  Joaquim,1979,Spain,Katusha Team,2907,246,2013
4310,6,Cavendish  Mark,1985,Great Britain,Omega Pharma - Quick Step,2108,14,2013
4313,9,Costa  Rui,1986,Portugal,Movistar Team,1871,114,2013
4316,12,Moreno  Daniel,1981,Spain,Katusha Team,1714,335,2013
4319,15,Chavanel  Sylvain,1979,France,Omega Pharma - Quick Step,1553,167,2013
4320,16,Cancellara  Fabian,1981,Switzerland,RadioShack-Leopard,1549,12,2013
4324,20,Degenkolb  John,1989,Germany,Team Argos - Shimano,1424,1013,2013
4325,21,Horner  Chris,1971,USA,RadioShack-Leopard,1406,323,2013
4327,23,Kwiatkowski  Michal,1990,Poland,Omega Pharma - Quick Step,1398,2961,2013
4328,24,Démare  Arnaud,1991,France,FDJ.fr,1393,2337,2013
4329,25,Scarponi  Michele,1979,Italy,Lampre-Merida,1384,27,2013
4334,30,Kreuziger  Roman,1986,Czech Republic,Team Saxo - Tinkoff,1310,36,2013
4339,35,Majka  Rafal,1989,Poland,Team Saxo - Tinkoff,1236,3991,2013
4344,40,Betancur  Carlos,1989,Colombia,AG2R La Mondiale,1166,1001,2013
4347,43,Fuglsang  Jakob,1985,Denmark,Astana Pro Team,1114,264,2013
4348,44,Gesink  Robert,1986,Netherlands,Belkin Pro Cycling Team,1094,41,2013
4349,45,Coquard  Bryan,1992,France,Team Europcar,1079,16752,2013
4351,47,Bardet  Romain,1990,France,AG2R La Mondiale,1063,2275,2013
4354,50,Weening  Pieter,1981,Netherlands,Orica - GreenEDGE,1028,300,2013
4358,54,Rojas  José Joaquin,1985,Spain,Movistar Team,1000,116,2013
4360,56,Kangert  Tanel,1987,Estonia,Astana Pro Team,974,1018,2013
4362,58,Ciolek  Gerald,1986,Germany,MTN-Qhubeka,928,20,2013
4363,59,Péraud  Jean-Christophe,1977,France,AG2R La Mondiale,906,1151,2013
4367,63,Pellizotti  Franco,1978,Italy,Androni Giocattoli - Venezuela,885,134,2013
4368,64,Hushovd  Thor,1978,Norway,BMC Racing Team,864,118,2013
4372,68,Wiggins  Bradley,1980,Great Britain,Sky ProCycling,828,47,2013
4374,70,Hivert  Jonathan,1985,France,Sojasun,821,169,2013
4377,73,Vichot  Arthur,1988,France,FDJ.fr,803,861,2013
4379,75,Haussler  Heinrich,1984,Australia,IAM Cycling,786,120,2013
4382,78,Nieve  Mikel,1984,Spain,Euskaltel-Euskadi,759,868,2013
4383,78,Slagter  Tom-Jelte,1989,Netherlands,Belkin Pro Cycling Team,759,1714,2013
4391,87,Simon  Julien,1985,France,Sojasun,731,964,2013
4407,103,Mezgec  Luka,1988,Slovenia,Team Argos - Shimano,648,9234,2013
4417,113,Ten Dam  Laurens,1980,Netherlands,Belkin Pro Cycling Team,611,80,2013
4418,114,Geschke  Simon,1986,Germany,Team Argos - Shimano,610,168,2013
4431,127,Visconti  Giovanni,1983,Italy,Movistar Team,572,486,2013
4437,133,Caruso  Damiano,1987,Italy,Cannondale Pro Cycling,555,1006,2013
4439,135,Richeze  Maximiliano,1983,Argentina,Lampre-Merida,553,624,2013
4440,135,Moreno  Javier,1984,Spain,Movistar Team,553,2118,2013
4445,141,López  David,1981,Spain,Sky ProCycling,543,336,2013
4446,142,Bozic  Borut,1980,Slovenia,Astana Pro Team,542,387,2013
4451,147,Machado  Tiago,1985,Portugal,RadioShack-Leopard,524,708,2013
4452,148,Janse van Rensburg  Reinardt,1989,South Africa,Team Argos - Shimano,523,6559,2013
4454,150,Gerrans  Simon,1980,Australia,Orica - GreenEDGE,520,339,2013
4455,151,Herrada  Jose,1985,Spain,Movistar Team,514,1323,2013
4458,154,Arroyo  David,1980,Spain,Caja Rural - Seguros RGA,510,109,2013
4459,155,Wyss  Marcel,1986,Switzerland,IAM Cycling,509,894,2013
4461,157,Poels  Wout,1987,Netherlands,Vacansoleil - DCM,503,929,2013
4462,158,Grivko  Andriy,1983,Ukraine,Astana Pro Team,501,494,2013
4463,159,Barta  Jan,1984,Czech Republic,Team NetApp - Endura,497,990,2013
4464,160,Garcia  Egoitz,1986,Spain,Cofidis,492,3928,2013
4467,163,Colbrelli  Sonny,1990,Italy,Bardiani Valvole - CSF Inox,489,2338,2013
4469,165,Jungels  Bob,1992,Luxembourg,RadioShack-Leopard,480,6413,2013
4475,171,Atapuma  Darwin,1988,Colombia,Colombia,463,2280,2013
4490,185,Turgot  Sébastien,1984,France,Team Europcar,436,522,2013
4508,204,Gatto  Oscar,1985,Italy,Vini Fantini - Selle Italia,413,1973,2013
4510,206,Gavazzi  Francesco,1984,Italy,Astana Pro Team,409,580,2013
4516,212,Felline  Fabio,1990,Italy,Androni Giocattoli - Venezuela,400,1580,2013
4524,219,Cantwell  Jonathan,1982,Australia,Team Saxo - Tinkoff,388,1912,2013
4528,222,Vachon  Florian,1985,France,Bretagne - Séché Environnement,380,1016,2013
4530,226,Cunego  Damiano,1981,Italy,Lampre-Merida,375,149,2013
4532,228,Langeveld  Sebastian,1985,Netherlands,Orica - GreenEDGE,370,312,2013
4536,232,Navardauskas  Ramunas,1988,Lithuania,Garmin - Sharp,368,1709,2013
4537,233,Goss  Matthew,1986,Australia,Orica - GreenEDGE,367,512,2013
4540,236,Wynants  Maarten,1982,Belgium,Belkin Pro Cycling Team,362,367,2013
4559,255,El Fares  Julien,1985,France,Sojasun,338,345,2013
4560,256,Durbridge  Luke,1991,Australia,Orica - GreenEDGE,337,2327,2013
4562,257,Brändle  Matthias,1989,Austria,IAM Cycling,336,875,2013
4563,259,Schär  Michael,1986,Switzerland,BMC Racing Team,335,327,2013
4567,263,Nordhaug  Lars Petter,1984,Norway,Belkin Pro Cycling Team,333,408,2013
4569,264,Sinkeldam  Ramon,1989,Netherlands,Team Argos - Shimano,330,4589,2013
4570,266,Roy  Jérémy,1983,France,FDJ.fr,328,106,2013
4573,269,Eisel  Bernhard,1981,Austria,Sky ProCycling,324,93,2013
4578,273,Groenewegen  Dylan,1993,Netherlands,Cycling Team De Rijke - Shanks,315,7720,2013
4587,282,Castroviejo  Jonathan,1987,Spain,Movistar Team,305,871,2013
4589,285,Geniez  Alexandre,1988,France,FDJ.fr,304,948,2013
4590,286,Malacarne  Davide,1987,Italy,Team Europcar,302,759,2013
4595,290,Sénéchal  Florian,1993,France,Etixx - iHNed CT,300,12481,2013
4599,295,Wyss  Danilo,1985,Switzerland,BMC Racing Team,297,912,2013
4601,297,Mendes  Jose,1985,Portugal,Team NetApp - Endura,295,992,2013
4603,299,Swift  Ben,1987,Great Britain,Sky ProCycling,294,828,2013
4604,300,Clement  Stef,1982,Netherlands,Belkin Pro Cycling Team,293,81,2013
4606,302,Renshaw  Mark,1982,Australia,Belkin Pro Cycling Team,291,97,2013
4617,313,Declercq  Tim,1989,Belgium,Topsport Vlaanderen - Baloise,280,1970,2013
4624,320,Kiryienka  Vasil,1981,Belarus,Sky ProCycling,275,402,2013
4625,320,Mori  Manuele,1980,Italy,Lampre-Merida,275,492,2013
4626,322,Sørensen  Nicki,1975,Denmark,Team Saxo - Tinkoff,274,16,2013
4630,326,Brajkovic  Janez,1983,Slovenia,Astana Pro Team,268,252,2013
4632,328,Reza  Kevin,1988,France,Team Europcar,265,2995,2013
4634,330,Alaphilippe  Julian,1992,France,Etixx - iHNed CT,263,12474,2013
4636,331,Craddock  Lawson,1992,USA,Bontrager Cycling Team,262,3355,2013
4637,333,Lancaster  Brett,1979,Australia,Orica - GreenEDGE,261,128,2013
4640,336,Stetina  Peter,1987,USA,Garmin - Sharp,258,771,2013
4644,340,Zabel  Rick,1993,Germany,Rabobank DT,254,7731,2013
4653,348,Arashiro  Yukiya,1984,Japan,Team Europcar,245,163,2013
4655,348,Sutherland  Rory,1982,Australia,Team Saxo - Tinkoff,245,1206,2013
4657,353,Stuyven  Jasper,1992,Belgium,Bontrager Cycling Team,243,5059,2013
4664,360,Van Emden  Jos,1985,Netherlands,Belkin Pro Cycling Team,241,729,2013
4665,360,Wallays  Jelle,1989,Belgium,Topsport Vlaanderen - Baloise,241,1276,2013
4671,367,Delage  Mickaël,1985,France,FDJ.fr,238,155,2013
4675,371,Dillier  Silvan,1990,Switzerland,BMC Development Team,235,3303,2013
4678,374,Molard  Rudy,1989,France,Cofidis,233,6222,2013
4680,376,Gusev  Vladimir,1982,Russia,Katusha Team,232,482,2013
4689,384,De Marchi  Alessandro,1986,Italy,Cannondale Pro Cycling,228,3103,2013
4696,391,Vakoc  Petr,1992,Czech Republic,Etixx - iHNed CT,224,6266,2013
4702,398,Gène  Yohann,1981,France,Team Europcar,220,904,2013
4708,404,Vuillermoz  Alexis,1988,France,Sojasun,216,14716,2013
4710,405,Goncalves  Jose,1989,Portugal,La Pomme Marseille,215,6536,2013
4715,411,Paulinho  Sergio,1980,Portugal,Team Saxo - Tinkoff,213,88,2013
4719,414,Kudus  Merhawi,1994,Eritrea,Centre Mondial du Cyclisme,210,18117,2013
4720,416,Haller  Marco,1991,Austria,Katusha Team,209,6246,2013
4721,417,Martinez  Egoi,1978,Spain,Euskaltel-Euskadi,208,57,2013
4723,417,Kruijswijk  Steven,1987,Netherlands,Belkin Pro Cycling Team,208,730,2013
4725,421,Leezer  Tom,1985,Netherlands,Belkin Pro Cycling Team,207,368,2013
4726,421,Serpa  José,1979,Colombia,Lampre-Merida,207,463,2013
4729,425,Cataldo  Dario,1985,Italy,Sky ProCycling,205,532,2013
4734,429,Thwaites  Scott,1990,Great Britain,Team NetApp - Endura,204,3299,2013
4749,445,Coppel  Jérôme,1986,France,Cofidis,197,99,2013
4750,446,Losada  Alberto,1982,Spain,Katusha Team,196,749,2013
4768,464,Zubeldia  Haimar,1977,Spain,RadioShack-Leopard,187,87,2013
4769,464,Breen  Vegard,1990,Norway,Joker Merida,187,774,2013
4770,464,Preidler  Georg,1990,Austria,Team Argos - Shimano,187,6244,2013
4772,467,van Poppel  Boy,1988,Netherlands,Vacansoleil - DCM,186,3187,2013
4778,473,Formolo  Davide,1992,Italy,Petroli Firenze Wega Contech,183,11011,2013
4782,477,Paterski  Maciej,1986,Poland,Cannondale Pro Cycling,181,783,2013
4788,484,Laengen  Vegard Stake,1989,Norway,Bretagne - Séché Environnement,178,407,2013
4790,486,Dempster  Zakkari,1987,Australia,Team NetApp - Endura,177,2396,2013
4792,486,Grmay  Tsgabu,1991,Ethiopia,MTN-Qhubeka,177,6255,2013
4795,486,Latour  Pierre,1993,France,Chambery Cyclisme Formation,177,15752,2013
4803,499,Ignatiev  Mikhail,1985,Russia,Katusha Team,173,71,2013
4805,499,Ignatiev  Mikhail,1985,Russia,Katusha Team,173,71,2013
4814,509,Delaplace  Anthony,1989,France,Sojasun,169,965,2013
4818,513,Veilleux  David,1987,Canada,Team Europcar,168,1012,2013
4823,519,Urtasun  Pablo,1980,Spain,Euskaltel-Euskadi,167,869,2013
4824,520,Zingle  Romain,1987,Belgium,Cofidis,166,922,2013
4826,520,Valgren  Michael,1992,Denmark,Team Cult Energy,166,6309,2013
4829,525,Haga  Chad,1988,USA,Optum p/b Kelly Benefit Strategies,165,9322,2013
4833,528,Sepulveda  Eduardo,1991,Argentina,Bretagne - Séché Environnement,163,9451,2013
4834,530,Pantano  Jarlinson,1988,Colombia,Colombia,162,1294,2013
4840,535,Guillou  Florian,1982,France,Bretagne - Séché Environnement,159,3132,2013
4841,535,Tulik  Angelo,1990,France,Team Europcar,159,6515,2013
4863,559,Dupont  Hubert,1980,France,AG2R La Mondiale,151,186,2013
4875,571,Dowsett  Alex,1988,Great Britain,Movistar Team,146,1009,2013
4905,601,Howes  Alex,1988,USA,Garmin - Sharp,135,7566,2013
4917,613,Millar  David,1977,Great Britain,Garmin - Sharp,130,43,2013
4934,630,Hepburn  Michael,1991,Australia,Orica - GreenEDGE,125,2978,2013
4942,635,Montaguti  Matteo,1984,Italy,AG2R La Mondiale,124,2145,2013
4944,635,De La Parte  Victor,1986,Spain,SP Tableware,124,5395,2013
4953,648,Bystrøm  Sven Erik,1992,Norway,Team Øster Hus - Ridley,122,4953,2013
4956,652,Brutt  Pavel,1982,Russia,Katusha Team,121,557,2013
4970,666,Tjallingii  Maarten,1977,Netherlands,Belkin Pro Cycling Team,118,601,2013
4974,670,Verdugo  Gorka,1978,Spain,Euskaltel-Euskadi,117,61,2013
4977,673,Cummings  Steve,1981,Great Britain,BMC Racing Team,115,271,2013
4980,673,Bilbao  Pello,1990,Spain,Euskaltel-Euskadi,115,4863,2013
4990,683,McLay  Daniel,1992,Great Britain,Lotto - Belisol U23,113,16154,2013
4998,694,Kashechkin  Andrey,1980,Kazakhstan,Astana Pro Team,111,250,2013
5006,701,Brown  Nathan,1991,USA,Bontrager Cycling Team,110,3354,2013
5008,704,Pérez Moreno  Rubén,1981,Spain,Euskaltel-Euskadi,109,59,2013
5028,724,Popovych  Yaroslav,1980,Ukraine,RadioShack-Leopard,106,5,2013
5035,730,Burghardt  Marcus,1983,Germany,BMC Racing Team,105,92,2013
5036,730,Koren  Kristjan,1986,Slovenia,Cannondale Pro Cycling,105,782,2013
5045,737,Lindeman  Bert-Jan,1989,Netherlands,Vacansoleil - DCM,104,4001,2013
5063,759,Galland  Jérémie,1983,France,Sojasun,101,959,2013
5078,773,Theuns  Edward,1991,Belgium,,98,10382,2013
5079,773,Cobo  Juan José,1981,Spain,Movistar Team,98,288,2013
5084,780,Steegmans  Gert,1980,Belgium,Omega Pharma - Quick Step,97,175,2013
5085,780,Bodnar  Maciej,1985,Poland,Cannondale Pro Cycling,97,361,2013
5108,802,Keisse  Iljo,1982,Belgium,Omega Pharma - Quick Step,93,1298,2013
5112,802,Zakarin  Ilnur,1989,Russia,RusVelo,93,9128,2013
5116,810,Brambilla  Gianluca,1987,Italy,Omega Pharma - Quick Step,92,2741,2013
5143,839,Tiralongo  Paolo,1977,Italy,Astana Pro Team,88,359,2013
5162,855,Sabatini  Fabio,1985,Italy,Cannondale Pro Cycling,86,122,2013
5186,882,Hondo  Danilo,1974,Germany,RadioShack-Leopard,82,282,2013
5187,882,Oliveira  Nelson,1989,Portugal,RadioShack-Leopard,82,1008,2013
5217,910,Gruzdev  Dmitriy,1986,Kazakhstan,Astana Pro Team,79,5836,2013
5219,910,Tusveld  Martijn,1993,Netherlands,Rabobank DT,79,7729,2013
5228,917,Teuns  Dylan,1992,Belgium,Ventilair - Steria,78,8068,2013
5261,949,Bettiol  Alberto,1993,Italy,G.S. Mastromarco - Chianti Sensi,74,20584,2013
5294,985,Périchon  Pierre-Luc,1987,France,Bretagne - Séché Environnement,70,9154,2013
5310,1005,Vandborg  Brian,1981,Denmark,Cannondale Pro Cycling,68,135,2013
5369,1057,Owsian  Lukasz,1990,Poland,CCC Polsat Polkowice,62,7771,2013
5409,1100,Benedetti  Cesare,1987,Poland,Team NetApp - Endura,58,3224,2013
5412,1100,Verona  Carlos,1992,Spain,Omega Pharma - Quick Step,58,7781,2013
5420,1112,Boivin  Guillaume,1989,Canada,Cannondale Pro Cycling,57,1937,2013
5449,1144,Szmyd  Sylwester,1978,Poland,Movistar Team,55,360,2013
5453,1144,Duchesne  Antoine,1991,Canada,Bontrager Cycling Team,55,6260,2013
5492,1186,Meier  Christian,1985,Canada,Orica - GreenEDGE,51,355,2013
5530,1226,Oroz  Juan José,1980,Spain,Euskaltel-Euskadi,48,62,2013
5531,1226,Zandio  Xabier,1977,Spain,Sky ProCycling,48,113,2013
5560,1253,Charteau  Anthony,1979,France,Team Europcar,46,677,2013
